URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/action-cardinality-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.807",ActionCardinalityBehavior,ActionCardinalityBehavior,"Defines behavior for an action or a group for how many times that item may be repeated.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-condition-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.815",ActionConditionKind,ActionConditionKind,"Defines the kinds of conditions that can appear on actions.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-grouping-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.799",ActionGroupingBehavior,ActionGroupingBehavior,"Defines organization behavior of a group.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.796",ActionParticipantRole,Action participant role,"Either a practitioner role or a relationship type.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan,StructureDefinition/bfrt-activity-definition",
http://hl7.org/fhir/ValueSet/action-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.811",ActionParticipantType,ActionParticipantType,"The type of participant for the action.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan,StructureDefinition/bfrt-activity-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-precheck-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.805",ActionPrecheckBehavior,ActionPrecheckBehavior,"Defines selection frequency behavior for an action or group.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.813",ActionRelationshipType,ActionRelationshipType,"Defines the types of relationships between actions.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-required-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.803",ActionRequiredBehavior,ActionRequiredBehavior,"Defines expectations around whether an action or action group is required.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-selection-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.801",ActionSelectionBehavior,ActionSelectionBehavior,"Defines selection behavior of a group.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.809",ActionType,ActionType,"The type of action to be performed.","StructureDefinition/mission-plan,StructureDefinition/mission-timeline-plan","THO"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/antiemetic-administration,StructureDefinition/radioprotective-administration","SCT"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/mars-crew-member,StructureDefinition/astronaut","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-actuality,4.0.1,draft,"2.16.840.1.113883.4.642.3.831",AdverseEventActuality,AdverseEventActuality,"Overall nature of the adverse event, e.g. real or potential.","StructureDefinition/space-adverse-event","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.833",AdverseEventCategory,AdverseEventCategory,"Overall categorization of the event, e.g. product-related or situational.","StructureDefinition/space-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-assess,4.0.1,draft,"2.16.840.1.113883.4.642.3.840",AdverseEventCausalityAssessment,AdverseEventCausalityAssessment,"Codes for the assessment of whether the entity caused the event.","StructureDefinition/space-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.842",AdverseEventCausalityMethod,AdverseEventCausalityMethod,"TODO.","StructureDefinition/space-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.836",AdverseEventOutcome,AdverseEventOutcome,"TODO (and should this be required?).","StructureDefinition/space-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-seriousness,4.0.1,draft,"2.16.840.1.113883.4.642.3.838",AdverseEventSeriousness,AdverseEventSeriousness,"Overall seriousness of this event for the patient.","StructureDefinition/space-adverse-event","THO"
http://hl7.org/fhir/ValueSet/adverse-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.844",AdverseEventSeverity,AdverseEventSeverity,"The severity of the adverse event itself, in direct relation to the subject.","StructureDefinition/space-adverse-event","THO"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/antiemetic-administration,StructureDefinition/radioprotective-administration","SCT"
http://hl7.org/fhir/ValueSet/asset-availability,4.0.1,draft,"2.16.840.1.113883.4.642.3.1295",ContractResourceAssetAvailiabilityCodes,Contract Resource Asset Availiability codes,"This value set has asset availability codes.","StructureDefinition/space-insurance-contract","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/basic-resource-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.138",BasicResourceTypes,Basic Resource Types,"This value set defines codes for resources not yet supported by (or which will never be supported by) FHIR.  Many of the codes listed here will eventually be turned into official resources.  However, there is no guarantee that any particular resource will be created nor that the scope will be exactly as defined by the codes presented here.  Codes in this set will be deprecated if/when formal resources are defined that encompass these concepts.","StructureDefinition/space-nutrition-inventory-item","THO"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/multi-omics-observation,StructureDefinition/space-transfusion-procedure,StructureDefinition/space-condition,StructureDefinition/spaceflight-anemia-panel,StructureDefinition/habitat-environmental-observation,StructureDefinition/internal-jugular-vein-flow-observation,StructureDefinition/space-specimen-collection,StructureDefinition/decompression-protocol,StructureDefinition/mars-eva-procedure,StructureDefinition/behavioral-health-state,StructureDefinition/circadian-rhythm-assessment,StructureDefinition/space-exercise-activity-group,StructureDefinition/cumulative-stress-burden,StructureDefinition/psychological-countermeasure-activity,StructureDefinition/suit-redundancy-assessment,StructureDefinition/space-exercise-activity-measure,StructureDefinition/bliss-resource-output,StructureDefinition/standard-measures-observation,StructureDefinition/actigraphy-observation,StructureDefinition/parabolic-flight-exposure,StructureDefinition/internal-jugular-vein-area-observation,StructureDefinition/space-nutrition-intake,StructureDefinition/barotrauma-assessment,StructureDefinition/underwater-emergency-response,StructureDefinition/emergency-evacuation-procedure,StructureDefinition/archer-actigraphy-observation,StructureDefinition/space-evs-minutes-per-week,StructureDefinition/decompression-sickness,StructureDefinition/isru-production-log,StructureDefinition/regulatory-compliance-assessment,StructureDefinition/advanced-dive-profile,StructureDefinition/antioxidant-biomarker-panel,StructureDefinition/artemis-radiation-exposure,StructureDefinition/environmental-monitoring,StructureDefinition/cumulative-radiation-dose,StructureDefinition/sans-assessment,StructureDefinition/space-surgical-procedure,StructureDefinition/biomanufacturing-procedure,StructureDefinition/microbial-viability-assay,StructureDefinition/immune-biomarker-panel,StructureDefinition/space-ecg-observation,StructureDefinition/sterilization-procedure,StructureDefinition/communication-session-assessment,StructureDefinition/bfrt-outcome-observation,StructureDefinition/dive-medical-clearance,StructureDefinition/space-joint-health-assessment,StructureDefinition/space-emergency-condition,StructureDefinition/lower-body-negative-pressure-procedure,StructureDefinition/flow-directionality-index-observation,StructureDefinition/internal-jugular-vein-pressure-observation,StructureDefinition/bfrt-activity-definition,StructureDefinition/space-exercise-session,StructureDefinition/hydration-status-observation,StructureDefinition/space-procedure,StructureDefinition/underwater-eva-simulation,StructureDefinition/spaceflight-specimen,StructureDefinition/space-body-temperature,StructureDefinition/bfrt-procedure,StructureDefinition/dive-profile,StructureDefinition/microbial-contamination-condition,StructureDefinition/space-motion-sickness-condition,StructureDefinition/astrodynamics-observation,StructureDefinition/space-cgm-observation,StructureDefinition/space-sleep-study,StructureDefinition/calorie-deficit-assessment,StructureDefinition/enhanced-hyperbaric-treatment,StructureDefinition/telemedicine-consult-request,StructureDefinition/neutral-buoyancy-session,StructureDefinition/hyperbaric-treatment,StructureDefinition/space-radiation-exposure,StructureDefinition/eva-procedure","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/gimbal-screening","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-activity-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.145",CarePlanActivityKind,Care Plan Activity Kind,"Resource types defined as part of FHIR that can be represented as in-line definitions of a care plan activity.","StructureDefinition/antiemetic-care-plan,StructureDefinition/bfrt-care-plan,StructureDefinition/emergency-care-plan,StructureDefinition/personalized-countermeasure-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-activity-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.149",CarePlanActivityOutcome,Care Plan Activity Outcome,"Example codes indicating the outcome of a care plan activity. Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/antiemetic-care-plan,StructureDefinition/bfrt-care-plan,StructureDefinition/emergency-care-plan,StructureDefinition/personalized-countermeasure-plan","SCT"
http://hl7.org/fhir/ValueSet/care-plan-activity-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.146",CarePlanActivityStatus,CarePlanActivityStatus,"Codes that reflect the current state of a care plan activity within its overall life cycle.","StructureDefinition/antiemetic-care-plan,StructureDefinition/bfrt-care-plan,StructureDefinition/emergency-care-plan,StructureDefinition/personalized-countermeasure-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.148",CarePlanCategory,Care Plan Category,"Example codes indicating the category a care plan falls within.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/antiemetic-care-plan,StructureDefinition/bfrt-care-plan,StructureDefinition/emergency-care-plan,StructureDefinition/personalized-countermeasure-plan","SCT"
http://hl7.org/fhir/ValueSet/care-plan-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.150",CarePlanIntent,Care Plan Intent,"Codes indicating the degree of authority/intentionality associated with a care plan.","StructureDefinition/antiemetic-care-plan,StructureDefinition/bfrt-care-plan,StructureDefinition/emergency-care-plan,StructureDefinition/personalized-countermeasure-plan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/chromosome-human,4.0.1,draft,"2.16.840.1.113883.4.642.3.224",chromosome-human,chromosome-human,"Chromosome number for human.","StructureDefinition/space-molecular-sequence","THO"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/metabolic-risk-summary,StructureDefinition/space-radiation-summary,StructureDefinition/mission-plan,StructureDefinition/antiemetic-care-plan,StructureDefinition/bfrt-care-plan,StructureDefinition/emergency-care-plan,StructureDefinition/mission-timeline-plan,StructureDefinition/personalized-countermeasure-plan,StructureDefinition/space-pocus,StructureDefinition/space-cgm-summary","SCT"
http://hl7.org/fhir/ValueSet/communication-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.172",CommunicationCategory,CommunicationCategory,"Codes for general categories of communications such as alerts, instructions, etc.","StructureDefinition/telemedicine-communication","THO"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/space-emergency-condition,StructureDefinition/space-condition,StructureDefinition/decompression-sickness,StructureDefinition/microbial-contamination-condition,StructureDefinition/space-motion-sickness-condition","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/space-emergency-condition,StructureDefinition/space-condition,StructureDefinition/decompression-sickness,StructureDefinition/microbial-contamination-condition,StructureDefinition/space-motion-sickness-condition","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/space-transfusion-procedure,StructureDefinition/emergency-evacuation-procedure,StructureDefinition/space-condition,StructureDefinition/bfrt-procedure,StructureDefinition/decompression-protocol,StructureDefinition/mars-eva-procedure,StructureDefinition/decompression-sickness,StructureDefinition/lower-body-negative-pressure-procedure,StructureDefinition/psychological-countermeasure-activity,StructureDefinition/mission-plan,StructureDefinition/enhanced-hyperbaric-treatment,StructureDefinition/neutral-buoyancy-session,StructureDefinition/hyperbaric-treatment,StructureDefinition/mission-timeline-plan,StructureDefinition/parabolic-flight-exposure,StructureDefinition/space-surgical-procedure,StructureDefinition/biomanufacturing-procedure,StructureDefinition/sterilization-procedure,StructureDefinition/underwater-emergency-response,StructureDefinition/dive-medical-clearance,StructureDefinition/space-exercise-session,StructureDefinition/eva-procedure,StructureDefinition/space-procedure,StructureDefinition/underwater-eva-simulation","SCT"
